dataset,graph_id,graph_name,graph_type,community_strength,method,source_policy,seed,step,removed_edges,remove_ratio,gcc_ratio,gcc_size
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,0,0,0.0,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,1,1,0.0009718172983479105,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,2,2,0.001943634596695821,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,3,3,0.0029154518950437317,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,4,4,0.003887269193391642,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,5,5,0.004859086491739553,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,6,6,0.0058309037900874635,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,7,7,0.006802721088435374,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,8,8,0.007774538386783284,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,9,9,0.008746355685131196,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,10,10,0.009718172983479106,1.0,761
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,11,11,0.010689990281827016,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,12,12,0.011661807580174927,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,13,13,0.012633624878522837,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,14,14,0.013605442176870748,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,15,15,0.014577259475218658,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,16,16,0.015549076773566569,0.9658344283837057,735
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,17,17,0.01652089407191448,0.961892247043364,732
realworld_completed,rt_twitter_copen,rt-twitter-copen,social,unknown,SASB-matched,matched,20260513,18,18,0.01749271137026239,0.961892247043364,732
